Unnamed: 0,RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
9,20.0,20.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7B4C90F1AE0B1515C9EEE9F960B6BA95?id=2003TOK/LIN11397-11408:9,1.0,2.47,13,-13012,[None],,,[None],,,250,1.0
19,46.0,44.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A1FA58A50BA6AA7852B9498F9F9FAD7D?id=2003TOK/LIN11397-11408:15,1.0,1.16,12,-129118,[None],,,[None],,,250,1.0
20,47.0,45.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FEA923D385045080F0F7D30240D6555F?id=2003TOK/LIN11397-11408:11,1.0,1.27,13,-74517,[None],,,[None],,,250,1.0
28,58.0,52.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D5F83D147DB9EFCC9EE2B88E541FF793?id=2013DAV/SAR7670-7685:47,1.0,1.84,9,-225099,['C(CC#CC)=O'],,,['CC=1OC=CC1'],,,300,1.0
44,83.0,75.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DA1D910BBB45041970C18B9612265E8?id=1995RUS/DAV3717-3723:4,1.0,3.16,14,-149660,[None],[None],,[None],[None],,523,1.0
46,85.0,77.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F0A7DA635E3FD6501BEADFABD8E2E50C?id=2013DAM/WAN307-314:4,1.0,6.87,13,-189911,[None],,,[None],,,298,1.0
99,154.0,117.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A274B1B27949BC30C729230B3CF012FA?id=1991MAR/ASC579-585:4,1.0,6.31,10,-144672,[None],,,['C=C(C)C'],['FC1=CC=C(C=C1)SS'],,673,1.0
100,155.0,118.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7AAFFDE9EEACD75DD20966A4DC4B2C57?id=1991MAR/ASC579-585:3,1.0,2.88,-13,-184581,[None],,,['C=C(C)C'],['[N+](=O)([O-])C1=CC=C(C=C1)SS'],,693,1.0
101,157.0,120.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C1CC93C24CF4443CC51AA970DF6F1357?id=1996GAJ/OLS299-306:2,1.0,1.43,-5,,[None],,,[None],,,"563
 
K",1.0
113,186.0,135.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=952A45CEF6C3BE98CBBB901DF2009BE6?id=1991ROT/RUH2047-2051:2,1.0,2.95,10,-27188,[None],,,[None],,,423,1.0
120,196.0,142.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87B227B28103C5CCC4024F8E305E9366?id=1991MCG/DEM939-945:2,1.0,5.89,13,-188739,[None],,,['C(C)OC1CCCC1'],,,547,1.0
121,197.0,143.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3AC666B562673649C7317C233B848694?id=2004CAV/FAS705-720:3,1.0,6.4,11,-74894,[None],,,[None],,,500,1.0
122,198.0,144.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=71977AEB53520EFE2A8FDD3ED299B1F3?id=2004CAV/FAS705-720:5,1.0,1.1,12,-94140,[None],,,[None],,,500,1.0
146,223.0,164.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=47D6F58E7D6D30F3D0484D102B9DDF5D?id=1990ALA/ALB2903-2910:7,1.0,1.02,12,-153818,['CC(C)(C)OC(=O)C1=COC=C1'],,,['C=C(C)C'],['O1C=C(C=C1)C(=O)O'],,561,1.0
147,224.0,165.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2434F0E366696B14FF3336649A220BB?id=1990ALA/ALB2903-2910:6,1.0,1.02,12,-152986,['CC(C)(C)OC(=O)C1=CSC=C1'],,,['S1C=C(C=C1)C(=O)O'],['C=C(C)C'],,560,1.0
163,241.0,173.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B8A697BF88F24E402C37DC5BB344D9BA?id=1989GAJ/SQU6717-6728:15,1.0,4.63,-6,,['CC(C(=C)[C@H]1[C@@H](C1)C)(C)C'],,,['CC(C)(C)C1=CC[C@H](C1)C'],,,"553
 
K",1.0
164,242.0,173.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B8A697BF88F24E402C37DC5BB344D9BA?id=1989GAJ/SQU6717-6728:16,1.0,5,-1,,['CC(C(=C)[C@H]1[C@@H](C1)C)(C)C'],,,['CC(C)(C)C1=CC[C@H](C1)C'],,,"553
 
K",1.0
167,247.0,178.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=036006660F1CA3AD1F7A1050A87B0EC4?id=1989GAJ/SQU6717-6728:12,1.0,2.1,-7,,[None],,,['CC1C(C=CC1)([2H])[2H]'],,,"553
 
K",1.0
169,250.0,181.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=78FB7E97E3ED1AF5CAFA5D6296FBAD8E?id=1989GAJ/SQU6717-6728:9,1.0,3.88,-6,,['CC(C(=C([2H])[2H])[C@H]1[C@@H](C1)C([2H])([2H])[2H])(C)C'],,,['CC(C)(C)C1=CCC(C1([2H])[2H])C([2H])([2H])[2H]'],,,"553
 
K",1.0
171,253.0,184.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6E7AD3D2E8A0B5F8F48DA0D6FDE939A8?id=1989GAJ/SQU6717-6728:6,1.0,4.28,-6,,[None],,,[None],,,"553
 
K",1.0
180,264.0,192.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=074A0CBAA40C95C76525BF75DF059DB5?id=1989BET/CLA1292-1299:4,1.0,2,11,-172941,['C[Si]1(CC(=C(C1)C)C)C(C=C)C'],,,['C(\\C=C/C)[Si]1(CC(=C(C1)C)C)C'],,,704,1.0
181,265.0,193.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=771F257782FEB72EAA740CE659B54551?id=1989BET/CLA1292-1299:3,1.0,3.98,11,-176267,['C[Si]1(CC(=C(C1)C)C)C(C=C)C'],,,['C(\\C=C\\C)[Si]1(CC(=C(C1)C)C)C'],,,704,1.0
188,281.0,202.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA0474E9017259EC225C298A2D5AD01A?id=2004CAV/FAS705-720:4,1.0,8.3,11,-70291,[None],,,[None],,,500,1.0
189,282.0,203.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F641DF4017968181B0932F63075FD6C5?id=2004CAV/FAS705-720:7,1.0,1.4,13,-126357,[None],,,[None],,,500,1.0
190,283.0,204.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EFBE9D292EC02EF4A0473BE953010020?id=1990CIA/RAG8204-8206:1,1.0,1.34,-4,,[None],,,[None],,,"696
 
K",1.0
191,284.0,204.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EFBE9D292EC02EF4A0473BE953010020?id=1990CIA/RAG8204-8206:2,1.0,5.4,-2,,[None],,,[None],,,"696
 
K",1.0
202,305.0,211.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6A9BE91624CFBFDB0C9692A211667FA9?id=1989CON/NAM168-175:8,1.0,1.3,-4,,['C[Si]1([C@H]([C@H](C1)C)C)C'],,,['C[Si]1([C@H]([C@@H](C1)C)C)C'],,,"671
 
K",1.0
205,309.0,215.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2480E4410BA70E15E879DFBD48F292D2?id=1989CON/NAM168-175:4,1.0,2.4,-5,,['C[Si]1([C@H]([C@@H](C1)C)C)C'],,,['C[Si]1([C@H]([C@H](C1)C)C)C'],,,"671
 
K",1.0
290,410.0,284.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=60DB1BDFEAAD869B84D41E35F2955A7D?id=1987CHI/FRE365:4,1.0,3.39,12,-185413,['C(=C)C1C(CC1)(C)C'],,,['CC1(CC=CCC1)C'],,,536,1.0
292,412.0,286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=22C4FEE245D0D7D5759026668548499B?id=1987CHI/FRE365:2,1.0,1.22,15,-199547,['C(=C)C1C(CC1)(C)C'],,,['C=CC=C'],['C=C(C)C'],,536,1.0
298,419.0,292.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7651349AC90F8940DB450083429E0558?id=1986ALA/TAY1585:4,1.0,2.7,13,-169615,['CC(C)(OC1=NC=CC=N1)C'],,,['C=C(C)C'],['N1C(N=CC=C1)=O'],,587,1.0
325,446.0,316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31E34DA855A547E41A4D8D6DC23AD418?id=1991MAR/ASC579-585:2,1.0,2.75,14,-196222,[None],,,['C=C(C)C'],['ClC1=CC=C(C=C1)SS'],,663,1.0
399,540.0,392.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2BDE8BC21C225299964FFD81D9E88FC?id=1996LAY/BOZ6543-6554:7,2.0,2.08,-10,-78655,[None],,,[None],,,200,2.0
422,567.0,406.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8CB8425D8587B84C76BC302F48CF8EB2?id=1984DAV/SCA249:18,1.0,3.16,13,-251929,[None],,,[None],,,760,1.0
449,607.0,432.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B7C1164EF113519B4400D07840127E61?id=1992TSA/WAL8378-8384:12,1.0,1,15,,['CC=1C=C(C=C(C1)C)CCC1=CC(=CC(=C1)C)C'],,,[None],[None],,1040,1.0
479,644.0,467.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=528FC35B848299A353F2B649D42C8CDA?id=1982FUJ/GAU1059:24,2.0,5.79,-1,,[None],[None],,['C1(=C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H]'],['C1(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H]'],,398,2.0
484,649.0,472.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=07656484BDD43C1240A39D84BECD6490?id=1982ALA/BAL1175-1177:4,1.0,2.14,12,-161301,['CC(C)(OC1=NC=CC=C1)C'],,,['C=C(C)C'],['N1C(C=CC=C1)=O'],,585,1.0
512,678.0,491.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6C0AC4191DAFBDC3BFFCA41AC2CE7078?id=2000VON/HOP1963-1979:2,1.0,2,12,-166200,['CC1=CC1C'],,,['C(C)C1=CC1'],,,471,1.0
513,679.0,491.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6C0AC4191DAFBDC3BFFCA41AC2CE7078?id=1997HOP/VON381-383:6,1.0,1.95,12,-166289,['CC1=CC1C'],,,['C(C)C1=CC1'],,,482,1.0
527,695.0,505.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC8C882AC470F00AD208AD096D41B6E6?id=1990ALA/ALB2903-2910:5,1.0,7.76,12,-158806,['CC(C)(C)OC(=O)C1=CC=NC=C1'],,,['N1=CC=C(C=C1)C(=O)O'],['C=C(C)C'],,549,1.0
534,704.0,514.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D9A704A064E0317D4AF2836DC20EDB40?id=1990WIB/CAR5854-5861:11,1.0,1,14,-193727,['C123CC=CCC1(CC2)CC3'],,,['C=C1CC=CCC(CC1)=C'],,,598,1.0
544,720.0,529.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0E2EB302B6259529B1F0EC86AAB093B8?id=1986CHI/ANN4398:2,1.0,2.3,-5,,[None],,,[None],[None],,"693
 
K",1.0
545,721.0,530.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=64B1F1E094E5FE53D811F62CA89EB8B5?id=1986CHI/ANN4398:1,1.0,3.5,-5,,[None],,,[None],,,"693
 
K",1.0
553,732.0,538.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC0EAD1D71070D65E9A691AC2BF28458?id=1991ROT/RUH2047-2051:1,1.0,1.78,13,-138020,[None],,,[None],,,423,1.0
554,733.0,539.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0991701243BAD9AA177E2EC0F1967B4B?id=1982HUY/HUB251:12,1.0,4.37,14,-188739,['C12CC=CCC(C=C1)CC2'],,,[None],,,459,1.0
555,734.0,540.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87050323608731DC6C1AFCACFD152276?id=1982HUY/HUB251:11,1.0,4.17,14,-194559,['C12CC=CCC(C=C1)CC2'],,,[None],,,459,1.0
556,735.0,541.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90D7FDFA67D70F3EFDC4BAB0A15A3B2F?id=1982HUY/HUB251:10,1.0,1.41,14,-193727,['C12CC=CCC(C=C1)CC2'],,,[None],,,459,1.0
557,736.0,542.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C31D62E889A31729DB57ABFF3BC2748D?id=1982HUY/HUB251:9,1.0,5.25,15,-206199,['C12CC=CCC(C=C1)CC2'],,,['C=CC=C'],['C1=CC=CCC1'],,459,1.0
560,740.0,545.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7CC61B6D52E2AB5BEDCD0D1D649883A7?id=2004FAS/CAV3829-3843:8,1.0,1.6,12,-216313,[None],,,[None],,,500,1.0
568,753.0,557.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A2CE4BF00FA0C9B09B09047AD56483CB?id=2003BAL/BUR10069-10073:3,1.0,1.3,-4,,['C=CCC\\C=C/CC'],,,['C(C)C(C=C)CC=C'],,,548,1.0
576,774.0,569.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E9DE979219BFC15A482F24EF64320D3D?id=1979FER/STA1287:4,1.0,2.24,15,-181255,[None],,,[None],,,473,1.0
578,776.0,571.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EB374CEC73AC1D533AE308C317EBA9D8?id=1979FER/STA1287:2,1.0,1.41,15,-186244,[None],,,[None],,,473,1.0
634,855.0,632.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A4C9360CB5D3A7350966632E1A5A543B?id=1982FUJ/GAU1059:22,2.0,2.8,-1,,[None],[None],,['C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H]'],['C1(=C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H]'],,398,2.0
635,856.0,632.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A4C9360CB5D3A7350966632E1A5A543B?id=1982FUJ/GAU1059:23,2.0,2.8,-1,,[None],[None],,['C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H]'],['C1(=C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H]'],,398,2.0
636,857.0,633.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B711BA3AFA9F0711E1B4075F4037D4AD?id=1982FUJ/GAU1059:20,2.0,2.4,-1,,[None],[None],,['C1(=C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H]'],['C1(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H]'],,398,2.0
637,858.0,633.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B711BA3AFA9F0711E1B4075F4037D4AD?id=1982FUJ/GAU1059:21,2.0,2.4,-1,,[None],[None],,['C1(=C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H]'],['C1(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H]'],,398,2.0
638,859.0,634.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=40373B4B2129F79C6C38A8E9D554E257?id=1982FUJ/GAU1059:19,2.0,4.6,-1,,[None],[None],,['C1(=C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H]'],['C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H]'],,398,2.0
639,860.0,634.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=40373B4B2129F79C6C38A8E9D554E257?id=1979FUJ/GAU345:2,2.0,3.8,-1,,[None],[None],,['C1(=C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H]'],['C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H]'],,343,2.0
675,897.0,639.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=78A41A20BD98DA77422BE85C12F1AE15?id=2003KAK93-104:14,1.0,1.22,12,-5858,[None],,,['C1=CC1'],,,298,1.0
678,900.0,642.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6288C6FD433C4651E413462053CF6FCB?id=1986ALA/TAY1585:3,1.0,3.41,13,-174604,[None],,,['C=C(C)C'],['N1C(C=NC=C1)=O'],,587,1.0
690,915.0,651.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B0EEF04F9EA18CB4BE725F27AB9ADCFC?id=1995ROT/HUN1119-1122:2,1.0,1.48,13,-116403,[None],,,[None],[None],,70,1.0
691,916.0,652.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=508BCD967200EAE3D78DE42B6B564328?id=1995ROT/HUN1119-1122:1,1.0,3.39,13,-123054,[None],,,['CC1C(=C(C(=C1C)C)C)C'],['CC1=C(C(=C(C1=C)C)C)C'],,343,1.0
706,933.0,667.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9BDB3F4321115A9BADF03FF277A36FD0?id=1978AMI/TAY1095:15,1.0,9.12,12,-161301,['ClC=1C=C(C=CC1)CC(=O)OC(C)(C)C'],,,['C=C(C)C'],['ClC=1C=C(C=CC1)CC(=O)O'],,543,1.0
707,934.0,668.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8365FA703D08A3D6858B74EBA940E583?id=1978AMI/TAY1095:14,1.0,1.05,13,-162964,['FC1=CC=C(C=C1)CC(=O)OC(C)(C)C'],,,['C=C(C)C'],['FC1=CC=C(C=C1)CC(=O)O'],,523,1.0
708,935.0,669.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BB8C349849A403C3A291697A6C71E8FB?id=1978AMI/TAY1090:10,1.0,1.12,13,-176267,['C1(=CC=CC=C1)OC(OC(C)C1=CC=C(C=C1)[N+](=O)[O-])=O'],,,['C(=C)C1=CC=C(C=C1)[N+](=O)[O-]'],['C1(=CC=CC=C1)OC(O)=O'],,587,1.0
709,936.0,670.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=536684958CD9B084E1B40031841E548C?id=1978AMI/TAY1090:9,1.0,6.46,12,-172941,['[N+](=O)([O-])C=1C=C(C=CC1)C(C)OC(OC1=CC=CC=C1)=O'],,,['C(=C)C1=CC(=CC=C1)[N+](=O)[O-]'],['C1(=CC=CC=C1)OC(O)=O'],,587,1.0
710,937.0,671.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F50CB4B8A384A71AAC501877B53E3B96?id=1978AMI/TAY1090:8,1.0,9.77,12,-173772,['FC(C1=CC=C(C=C1)C(C)OC(OC1=CC=CC=C1)=O)(F)F'],,,['C(=C)C1=CC=C(C=C1)C(F)(F)F'],['C1(=CC=CC=C1)OC(O)=O'],,571,1.0
711,938.0,672.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3769515ACEDA85B0978D4A405EC66DCC?id=1978AMI/TAY1090:7,1.0,8.71,12,-171278,['C1(=CC=CC=C1)OC(OC(C)C1=CC(=CC=C1)Cl)=O'],,,['ClC1=CC(=CC=C1)C=C'],['C1(=CC=CC=C1)OC(O)=O'],,571,1.0
712,939.0,673.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=273C7D6787565B267922B9DC3924BCC4?id=1978AMI/TAY1090:6,1.0,7.94,12,-167952,['C1(=CC=CC=C1)OC(OC(C)C1=CC=C(C=C1)Cl)=O'],,,['ClC1=CC=C(C=C1)C=C'],['C1(=CC=CC=C1)OC(O)=O'],,571,1.0
713,940.0,674.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F1D5E2EAE8DBB0309C14800526DC0574?id=1978AMI/TAY1090:5,1.0,1.62,13,-170447,['C1(=CC=CC=C1)C(C)OC(OC1=CC=CC=C1)=O'],,,['C=CC1=CC=CC=C1'],['C1(=CC=CC=C1)OC(O)=O'],,571,1.0
714,941.0,675.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=58771D51CDFB80B0F30192CBE2AF37D9?id=1978AMI/TAY1090:4,1.0,7.76,12,-165458,['C1(=CC=CC=C1)OC(OC(C)C1=CC(=CC=C1)C)=O'],,,['CC=1C=C(C=C)C=CC1'],['C1(=CC=CC=C1)OC(O)=O'],,571,1.0
715,942.0,676.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=36654045DBA7C7D275644A9F3E54715E?id=1978AMI/TAY1090:3,1.0,1.48,13,-167121,['CC1=CC=C(C=C1)C(C)OC(OC1=CC=CC=C1)=O'],,,['CC1=CC=C(C=C)C=C1'],['C1(=CC=CC=C1)OC(O)=O'],,571,1.0
716,943.0,677.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F6BE3E42B0B9C4F3822B05465CFC7FD0?id=1997ALF689-694:2,1.0,1.51,15,-165458,[None],,,['ClC1C2C=CC1C=C2'],,,513,1.0
747,986.0,717.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C13B9C1AD13B6718C02D1E3D36FBAD92?id=1990ALA/ALB2903-2910:4,1.0,2.19,12,-153818,['CC(C)(C)OC(=O)C=1C=NC=CC1'],,,['N1=CC(=CC=C1)C(=O)O'],['C=C(C)C'],,551,1.0
759,1005.0,729.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A799BA06FBEE6849E776CD7E0CB202CE?id=1984RAM/MOL924:4,1.0,6.61,9,-125549,[None],,,[None],['C1=CC=CC1'],[None],503,1.0
781,1027.0,740.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=390F1626653B3DC10E3649164F328BF3?id=1987PER/PHA571:4,1.0,6.31,12,-226985,['CC(CC)N1N=CC=C1'],,,[None],['N1N=CC=C1'],,753,1.0
787,1034.0,746.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A875A1E388811B652BA0E72A0B2F512?id=1977KIR/MUR122:3,1.0,3.63,13,-142177,['COC1C(C1=C)(C)C'],,,['COC1C(C1)=C(C)C'],,,393,1.0
788,1035.0,747.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9AB2006B2A62921B70A970ED2544ECA4?id=1977KIR/MUR122:2,1.0,1.86,13,-130537,['COC1C(C1=C)(C)C'],,,['COC=C1C(C1)(C)C'],,,393,1.0
789,1036.0,748.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B20F641ABC0CC2CB0A65C7D52D428E84?id=1977KIR/MUR122:1,1.0,4.57,14,-156312,['C(C)OC1C(C1)=C'],,,['C(C)OC=C1CC1'],,,393,1.0
790,1037.0,749.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2D43C933CD1FFDA75BF97F8151539392?id=1977KIR/ZEP124:3,1.0,5.62,14,-209525,[None],,,[None],[None],,533,1.0
791,1038.0,750.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=57F115C020A772A7B2E78D529BA94675?id=1977KIR/ZEP124:2,1.0,7.76,14,-207862,[None],,,[None],[None],,533,1.0
798,1045.0,757.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4422AB454A3F38E38A095DE3DAF747C3?id=1978AMI/TAY1095:13,1.0,1.32,13,-164627,[None],,,['C=C(C)C'],['CC=1C=C(C=CC1)CC(=O)O'],,543,1.0
799,1046.0,758.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=72652A32F43795B4B619982B08CD32A6?id=1976CRA/LUT3364:6,1.0,1.8,-5,,[None],,,[None],,,"580
 
K",1.0
800,1048.0,760.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BCB170453874AAA79EEFA831313100F0?id=1986GAJ/GOR1083:1,1.0,1.26,15,-175435,['CC1(C2C=CC=CC1C2)C'],,,['CC1(C2CC=CC=CC12)C'],,,446,1.0
860,1128.0,816.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5C4A49A8B07D596293D32A818A4AC7FD?id=1975AMI/TAY1802-1803:18,1.0,1.51,11,-157975,['[N+](=O)([O-])C=1C=C(C(=O)OC(C)(C)C)C=CC1'],,,['C=C(C)C'],['[N+](=O)([O-])C=1C=C(C(=O)O)C=CC1'],,571,1.0
861,1130.0,817.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC32D3CE83F6B3B47B1AAC761025EFA8?id=1975AMI/TAY1802-1803:16,1.0,2.43,10,-152986,['FC1=CC=C(C(=O)OC(C)(C)C)C=C1'],,,['C=C(C)C'],['FC1=CC=C(C(=O)O)C=C1'],,571,1.0
862,1132.0,818.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=035A2653C577A07F0D8A4BA9D32C940D?id=1975AMI/TAY1802-1803:14,1.0,2.95,11,-166289,['COC=1C=C(C(=O)OC(C)(C)C)C=CC1'],,,['C=C(C)C'],['COC=1C=C(C(=O)O)C=CC1'],,571,1.0
887,1160.0,832.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A3EE558C099AE40F5E2E0C29A5A0B21B?id=1990MAR/MAR1127-1136:5,1.0,3.89,14,-207862,['CC(C)(OC1=CC=C(C=C1)N)C'],,,['C=C(C)C'],['NC1=CC=C(C=C1)O'],,703,1.0
892,1166.0,837.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E57FD7256EBC09396BEA0453407AE9BA?id=1977GAJ/WEB816:6,1.0,9.51,-6,,['C[C@H]1[C@@H](C1)C(=O)OC'],,,['C[C@@H]1[C@@H](C1)C(=O)OC'],,,"643
 
K",1.0
933,1225.0,885.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2C5B60B735709D90889E681C7D11D5C?id=1974CRA/TOK4033:3,1.0,1.86,14,-152155,[None],,,['CC1(C(C1)=C(C)C)C'],,,418,1.0
938,1235.0,895.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6B29D8170B9BABE0E5D79089DDEAB978?id=1977GAJ/WEB816:4,1.0,7.24,11,-178761,[None],,,[None],,,503,1.0
939,1236.0,896.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01EE6E2EA20A5FBE6AE344AE0176B7AC?id=1977GAJ/WEB816:3,1.0,7.24,11,-167121,[None],,,[None],,,503,1.0
1006,1315.0,953.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=49CB2B57B472B241959859330BC8B14E?id=1974FLO/PEN161:6,1.0,2.19,13,-242783,['C12C(CCC(C2O1)([2H])[2H])([2H])[2H]'],,,['C1(C=C(CCC1([2H])[2H])[2H])O[2H]'],,,677,1.0
1007,1316.0,954.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6DC8627B6BF743E7AA2935B4BD6DC67F?id=1974FLO/PEN161:5,1.0,7.24,14,-256917,['C12C(CCC(C2O1)([2H])[2H])([2H])[2H]'],,,['C1(C(CCC(C1)([2H])[2H])([2H])[2H])=O'],,,677,1.0
1049,1370.0,977.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=21F863FC0E076FA5ACB81B42C22E6C0F?id=1962CHE3250-3253:2,1.0,2.31,14,-163795,[None],,,[None],,,476,1.0
1057,1379.0,980.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8B0072E202407707028D447B4102D864?id=1995ALA/ALO53-59:11,1.0,2,11,-174604,['CC(C)(C)NC(C1=CC(=CC=C1)OC)=O'],,,['C=C(C)C'],['COC=1C=C(C(=O)N)C=CC1'],,684,1.0
